interaction_id,student_id,resource_id,intent_goal,current_confidence,completion_rate,feedback_label
int_72b7f0a10e7a,stu_9ed3b4db,res_b85495cc,Daily Revision,Average,63,Perfect
int_44bb88b6953b,stu_b67ec6d2,res_bef066c2,Board Prep,Weak,26,Too Hard
int_27aed046ecb2,stu_d02ab2fb,res_f85dfff2,Daily Revision,Strong,85,Too Slow
int_216cc7bd14a9,stu_220116cf,res_a0950eb9,Homework Help,Strong,53,Too Slow
int_ad1e93dfbe96,stu_eeb135f8,res_8c1339bd,Daily Revision,Weak,86,Perfect
int_a2c8136eeac6,stu_94f42aab,res_f77ea828,Daily Revision,Strong,87,Too Hard
int_c4cf3781ca0e,stu_604bcf98,res_330fc8d8,Board Prep,Strong,46,Too Slow
int_def2ec969439,stu_43f9ecb7,res_230265ec,Daily Revision,Average,88,Perfect
int_43e50ba36b9a,stu_2f3416e8,res_02ed7daf,Homework Help,Strong,49,Too Slow
int_f2865c807d61,stu_3ecad8ce,res_800a59b9,Homework Help,Strong,69,Too Slow
int_45f202805078,stu_da836dc5,res_98576750,Daily Revision,Average,81,Perfect
int_51765d4cdf02,stu_086f2c9f,res_d46172b7,Board Prep,Weak,87,Perfect
int_de992de98915,stu_d37bba35,res_96cb8017,Board Prep,Average,66,Too Slow
int_e90ef174d3a0,stu_acb29492,res_4d7a2088,Homework Help,Strong,94,Too Hard
int_0c95f5c2e4c5,stu_4a400194,res_5ca34372,Homework Help,Weak,99,Perfect
int_d2e9531c3d44,stu_848beecc,res_dc95bb09,Homework Help,Strong,33,Too Slow
int_92715b55dc5f,stu_4362bd67,res_1af22ce2,Homework Help,Strong,71,Too Hard
int_511ff6dfd9d2,stu_3ecad8ce,res_49a3afa8,Board Prep,Strong,88,Perfect
int_f7bc2cd031ce,stu_25b04492,res_b144ea60,Board Prep,Strong,51,Too Slow
int_63b3e0573dd5,stu_a39633c1,res_42808818,Homework Help,Weak,98,Perfect
int_a9cb6cea1f20,stu_d02ab2fb,res_52b8899e,Daily Revision,Strong,89,Perfect
int_1ce53376b7ff,stu_44a2f1a3,res_a02be3d2,Homework Help,Weak,87,Perfect
int_7d4f5414262b,stu_59f66e08,res_34668345,Board Prep,Weak,73,Perfect
int_76de40db459e,stu_9ff50f3f,res_4dcad30c,Homework Help,Weak,97,Perfect
int_e7c3e7495d2a,stu_4d93e4b0,res_3011dc6b,Homework Help,Average,57,Too Slow
int_01f01614f0c1,stu_b46af3c9,res_de872dc9,Board Prep,Weak,90,Too Hard
int_5e45a0f5a116,stu_f8224688,res_977a6983,Daily Revision,Weak,54,Too Hard
int_32e9cc940991,stu_8c149540,res_83ff4ff2,Board Prep,Weak,95,Perfect
int_3a516ea6249b,stu_66c623ff,res_1ea0c285,Homework Help,Weak,70,Too Slow
int_975ccf30fb71,stu_d79d3746,res_1192d924,Board Prep,Weak,87,Perfect
int_b542cabc4c88,stu_69aa60eb,res_0e122df7,Board Prep,Strong,48,Too Slow
int_31b6c173e62a,stu_5f3828d4,res_e668b640,Daily Revision,Weak,93,Perfect
int_5caf0cca4a5a,stu_487ce82a,res_d880f3f9,Board Prep,Strong,78,Too Hard
int_64a35ec29a04,stu_87d4aebe,res_571a58b5,Board Prep,Strong,60,Too Hard
int_c0d14771b5a7,stu_44c2c987,res_ea237986,Homework Help,Average,95,Perfect
int_f8a8212c46fd,stu_1ac563e5,res_cd263b6f,Homework Help,Average,87,Too Hard
int_3dbf35927c01,stu_9c7363c7,res_a99298c5,Daily Revision,Strong,66,Too Slow
int_86f30ac2f152,stu_164c1107,res_8933b003,Daily Revision,Average,84,Perfect
int_5e0eaf4dd456,stu_8138d092,res_8f2f7646,Homework Help,Weak,91,Perfect
int_2a875e505034,stu_3f62107b,res_a918b65e,Daily Revision,Weak,12,Too Hard
int_af3a6eb889b4,stu_eb5a7207,res_f77ea828,Homework Help,Average,85,Perfect
int_1c0ee20d9863,stu_1c4d01a5,res_fa8e9aa7,Board Prep,Average,53,Too Slow
int_3bf63c75bfcf,stu_e958b6a3,res_cb54b6c6,Board Prep,Strong,51,Too Slow
int_3b076e409860,stu_1f12cf90,res_aad65195,Board Prep,Average,56,Perfect
int_f66ecff96085,stu_23e9374d,res_5221eb24,Daily Revision,Weak,99,Perfect
int_e84369f75cc9,stu_8ab4e0fe,res_7add7864,Daily Revision,Average,85,Perfect
int_520f99027c50,stu_d4d3782d,res_eb7a4524,Board Prep,Weak,69,Perfect
int_11d4fd2c3aa8,stu_6c771b76,res_22bc4f4b,Daily Revision,Average,88,Too Hard
int_050db1320528,stu_093131d3,res_517f8b98,Board Prep,Average,78,Too Hard
int_9988644859c7,stu_2de76c36,res_d0f51e09,Daily Revision,Strong,98,Perfect
int_654a92b6a727,stu_4d93e4b0,res_b6d6f80a,Daily Revision,Strong,66,Too Hard
int_7187f5ae9116,stu_58600af2,res_d831a30e,Homework Help,Strong,45,Too Slow
int_fb081792c9ee,stu_440286b8,res_77522e9d,Daily Revision,Strong,69,Too Slow
int_0bb0f4cbc450,stu_60028f3a,res_b61fbeff,Daily Revision,Weak,96,Perfect
int_af129916e67d,stu_6e1f604f,res_87c4309d,Homework Help,Strong,54,Perfect
int_af8fe497dd50,stu_088b2309,res_87c4309d,Daily Revision,Weak,80,Too Hard
int_cc1a0fa1f736,stu_19cc45b8,res_2c4b9381,Board Prep,Weak,83,Perfect
int_b1e1433a5b86,stu_7f7751e6,res_dd3c20ca,Daily Revision,Weak,89,Too Hard
int_4f345a69c9ef,stu_dc42654a,res_f496759e,Daily Revision,Weak,75,Perfect
int_d4e4b9978993,stu_a0571439,res_bd2b8853,Board Prep,Weak,88,Perfect
int_51770fec6204,stu_11e4d345,res_7c67e91c,Board Prep,Average,84,Perfect
int_66548cc1cc0c,stu_3ce169e6,res_c1c8f348,Homework Help,Average,62,Too Hard
int_72706f44242e,stu_29b8fafe,res_ab160c04,Board Prep,Weak,54,Too Hard
int_7bddd4f2e486,stu_2bd2ad20,res_da507323,Daily Revision,Weak,26,Too Hard
int_3cd07ba202f8,stu_fa2c9342,res_f8ff0da9,Homework Help,Strong,52,Too Hard
int_e90a99af153b,stu_2fc918e5,res_60a71f20,Daily Revision,Weak,84,Perfect
int_7e08e622bca4,stu_cb335ffe,res_a95cbd8d,Board Prep,Weak,66,Too Hard
int_39b331509b4f,stu_4892fbb8,res_45f8e04f,Board Prep,Weak,11,Too Hard
int_0c9c339c5bab,stu_2bd2ad20,res_e785475c,Homework Help,Strong,31,Too Slow
int_214574f03bc7,stu_bc71ca79,res_746abc2e,Board Prep,Average,78,Too Hard
int_f768e38fd299,stu_8630b410,res_6b47bcf3,Board Prep,Average,73,Too Hard
int_1d0a757086cb,stu_96dd82b9,res_c357dead,Homework Help,Weak,82,Perfect
int_de47e3b41e2d,stu_b967ad98,res_d81eb238,Board Prep,Strong,90,Perfect
int_0e9c4b221e97,stu_832ad4ff,res_800a59b9,Board Prep,Average,89,Perfect
int_3c210d457954,stu_aca8920c,res_c68daccd,Board Prep,Average,82,Too Slow
int_772b502651f2,stu_e37d6df2,res_eaace8cf,Homework Help,Strong,50,Too Slow
int_3a733b37039b,stu_da88c095,res_efef6a77,Homework Help,Average,58,Too Hard
int_46603ca921f6,stu_a41a7c4d,res_fb1faff3,Board Prep,Average,48,Too Hard
int_c8d6b619a7ea,stu_a7daca12,res_36cfbb85,Daily Revision,Strong,94,Perfect
int_59270c78d844,stu_8fbbd100,res_1df41d2d,Board Prep,Strong,41,Too Slow
int_19325e2e6c08,stu_6a51361d,res_f03d4079,Homework Help,Weak,74,Too Slow
int_daeb09df0eec,stu_52ebaee8,res_f8ff0da9,Homework Help,Strong,76,Perfect
int_60b7ea44f7a4,stu_af0b335f,res_405986c3,Homework Help,Weak,79,Too Slow
int_dc9e8d3e4c2d,stu_3813f698,res_b26a23f4,Board Prep,Average,42,Too Hard
int_353e7e701486,stu_218c43a8,res_bd2b8853,Board Prep,Weak,97,Perfect
int_67830adc619b,stu_62638213,res_ade30699,Homework Help,Strong,66,Too Slow
int_5ea2ae0e2ecd,stu_ffedc7ef,res_1748e63d,Board Prep,Average,43,Perfect
int_776c91668231,stu_2e612f88,res_2520ba08,Homework Help,Average,52,Too Hard
int_1e01d5f97e4f,stu_487ce82a,res_5c1f2540,Board Prep,Weak,62,Perfect
int_53f1ffa33d7e,stu_a5e9296c,res_a711d456,Homework Help,Weak,71,Too Slow
int_c79c7900e1fa,stu_384c27c2,res_b7777d3c,Daily Revision,Strong,79,Too Slow
int_f952b8a448b8,stu_e980511d,res_f496759e,Board Prep,Strong,75,Perfect
int_12005562a82e,stu_bb2c2b4b,res_d6444eef,Daily Revision,Strong,63,Too Slow
int_8c72ad77f33e,stu_3a73edd7,res_4a832a63,Homework Help,Average,57,Too Hard
int_0489f1ee22ca,stu_29cdd9c3,res_8e1f0c7e,Homework Help,Weak,78,Too Slow
int_a065b0867882,stu_58d92de4,res_70be6c7c,Homework Help,Weak,87,Perfect
int_b3638dff2d1b,stu_7478871d,res_8f47ea32,Daily Revision,Strong,78,Too Hard
int_95a649f3e611,stu_7de4ca90,res_cb9e35f7,Daily Revision,Strong,62,Too Slow
int_96f8fc9d533f,stu_e53fb5cd,res_1cb0376d,Board Prep,Average,67,Too Slow
int_4735f8373cc5,stu_fa18d7b2,res_a21aae05,Daily Revision,Average,94,Too Hard
int_976e552d7939,stu_5bfa4907,res_82e59175,Homework Help,Weak,99,Perfect
int_ba50e6110708,stu_f6f5b0ce,res_d4a8c829,Board Prep,Weak,40,Too Slow
int_400cd627a2a1,stu_6d773053,res_b6f6935b,Board Prep,Average,95,Perfect
int_b751caa257b3,stu_7f7751e6,res_bfc3d3a6,Daily Revision,Average,86,Perfect
int_d287f178dce6,stu_49da0fe2,res_6ab6e0de,Board Prep,Strong,89,Perfect
int_f06a37ffdcb9,stu_5642ed96,res_dc468399,Board Prep,Average,96,Perfect
int_a1a75725d85e,stu_960c7356,res_227ddfb8,Daily Revision,Average,89,Perfect
int_7be7b794cfa1,stu_44c2c987,res_c27cf80a,Homework Help,Average,89,Perfect
int_ed8b57750336,stu_83b9eb52,res_0470a5a0,Homework Help,Strong,94,Too Slow
int_f8f9de813f78,stu_2b5c74f2,res_b8920df8,Daily Revision,Weak,80,Perfect
int_b9bcc15c7352,stu_9308e68c,res_425eb82c,Homework Help,Strong,52,Too Hard
int_3b9f8d82d482,stu_832ad4ff,res_9a0388bd,Board Prep,Weak,79,Too Slow
int_49b21f8d9697,stu_11f808a4,res_e551bfc6,Board Prep,Strong,45,Too Slow
int_e9f00bd43e57,stu_cb13a009,res_ff24b9e7,Homework Help,Strong,76,Too Hard
int_5a0bf8a47496,stu_3a5e8645,res_7abe66dc,Board Prep,Strong,84,Perfect
int_644631799cea,stu_fd11f9d8,res_ff24b9e7,Daily Revision,Strong,60,Too Hard
int_1d04f1c0361a,stu_705d4005,res_9ef5fa84,Board Prep,Weak,86,Perfect
int_9e93fc6f98d1,stu_17f45f32,res_31c3d93f,Daily Revision,Weak,52,Too Hard
int_8d26b9d24336,stu_8be9a752,res_f52d18b1,Board Prep,Average,83,Too Slow
int_be4fe7125e2f,stu_dc42654a,res_1c65d6ee,Daily Revision,Strong,83,Perfect
int_548be6e412ff,stu_30fa01eb,res_ea237986,Daily Revision,Weak,74,Perfect
int_7fa620c3748e,stu_fd926cb8,res_475e068b,Board Prep,Weak,99,Perfect
int_94a70b2d0cc6,stu_915e1562,res_c332cc5a,Daily Revision,Strong,56,Too Slow
int_5b14622bc7f7,stu_43e59c7c,res_066c1436,Daily Revision,Average,81,Too Slow
int_60353d803ec0,stu_929dbe0f,res_6b47bcf3,Homework Help,Strong,88,Perfect
int_93d933a75ee9,stu_604bcf98,res_83272cf7,Board Prep,Strong,81,Too Hard
int_831623eef045,stu_72c4c478,res_eaace8cf,Homework Help,Average,81,Perfect
int_b68463c945ea,stu_561d0155,res_db028bb9,Board Prep,Weak,75,Perfect
int_0d1268e87f69,stu_796df32f,res_1b95e571,Homework Help,Average,89,Perfect
int_3dd47d4c3c07,stu_ca465478,res_04955db3,Board Prep,Strong,100,Perfect
int_67b7e77814c3,stu_950e6a17,res_5908bccb,Daily Revision,Strong,64,Too Slow
int_af4083403dab,stu_de5825ca,res_33ff9c3d,Homework Help,Strong,75,Too Slow
int_ab8be9d5a953,stu_dff8e975,res_b46cf49d,Daily Revision,Average,43,Too Hard
int_0a628abf7ee2,stu_a0571439,res_f852fcb5,Board Prep,Strong,81,Perfect
int_0a47f1eee826,stu_fc2bbee4,res_cd393fa2,Board Prep,Weak,56,Perfect
int_4887a1b6d27b,stu_d3de5b33,res_bcd7e6bd,Daily Revision,Strong,67,Too Slow
int_f3cf1e6f6af1,stu_bc388927,res_dca7ca18,Daily Revision,Average,91,Perfect
int_f3d4fb824ba7,stu_59fab9fc,res_e0cad206,Homework Help,Strong,81,Perfect
int_ca8016e12fa3,stu_44153dfb,res_ea3b5629,Board Prep,Strong,64,Too Slow
int_ddc5126d9113,stu_5dfab022,res_57419b11,Board Prep,Strong,97,Perfect
int_1496f84d01a9,stu_92ba4f0a,res_5ca34372,Board Prep,Average,69,Too Slow
int_64464715fcf0,stu_7d9837c9,res_c9259789,Homework Help,Weak,44,Perfect
int_8427b89715d7,stu_209e10fd,res_e104c2ce,Homework Help,Strong,66,Too Slow
int_75ece5730fa7,stu_f909b8b5,res_4caa17fd,Daily Revision,Strong,87,Perfect
int_58db77bb754a,stu_fa92e0cc,res_d2d30e6e,Board Prep,Strong,99,Perfect
int_3057a732005e,stu_9d76561b,res_759ce84a,Daily Revision,Weak,82,Too Slow
int_7e11fd2e35bc,stu_3ccc3823,res_024f0943,Daily Revision,Weak,64,Perfect
int_8af9b6577a8b,stu_f9945938,res_d0f32c4c,Daily Revision,Average,84,Too Hard
int_df6ba3e30f9b,stu_8bcb08e7,res_78bd9a8a,Daily Revision,Strong,75,Too Hard
int_368e172c47f9,stu_da836dc5,res_96cb8017,Homework Help,Strong,88,Perfect
int_620b1d98a22a,stu_bdf211f0,res_25d9f0f4,Daily Revision,Strong,45,Too Slow
int_e6f48dcc9879,stu_79c4f855,res_3f69795a,Homework Help,Strong,42,Too Slow
int_011b8961b089,stu_a90cb56a,res_412732f4,Homework Help,Weak,64,Too Slow
int_4ef1c4fb302c,stu_118093d3,res_7c67e91c,Daily Revision,Average,88,Perfect
int_3cde901efb18,stu_9da7c42e,res_04042216,Daily Revision,Weak,98,Perfect
int_d5457ab234e4,stu_7de4ca90,res_c71036f3,Board Prep,Weak,34,Too Hard
int_b34a6a2a498f,stu_fb9c3b55,res_8f526508,Board Prep,Weak,80,Perfect
int_803b72074139,stu_fef99049,res_bd2b8853,Homework Help,Weak,85,Perfect
int_d2bf63b4a4a7,stu_e46d34a1,res_8f526508,Homework Help,Strong,71,Too Slow
int_e19d24001a93,stu_59d6bc2a,res_ec783205,Homework Help,Strong,46,Too Slow
int_d79bf99cdd43,stu_0b73284f,res_60b64c1e,Daily Revision,Weak,88,Perfect
int_cb42d0bd50d5,stu_45b7529c,res_0b6c67e0,Board Prep,Strong,97,Perfect
int_af36c76c4135,stu_7e586fa0,res_e69877cd,Homework Help,Strong,95,Perfect
int_a729fad04f60,stu_c1f4f566,res_adabfccc,Board Prep,Weak,86,Perfect
int_64356cd8357e,stu_cbc855be,res_6b419901,Homework Help,Weak,65,Perfect
int_dd413810769e,stu_43cc1ae4,res_44c62bd8,Daily Revision,Strong,97,Perfect
int_2a14c4c0e226,stu_8339d87d,res_fc6af29b,Board Prep,Strong,68,Too Slow
int_54e63806710a,stu_2af6acbb,res_623064ab,Homework Help,Average,97,Perfect
int_b91193487df3,stu_eaba52d6,res_1f6cfe23,Homework Help,Weak,76,Too Slow
int_5654c85540d0,stu_69771606,res_1ed95612,Homework Help,Strong,51,Perfect
int_8711317570cb,stu_4cddc0d1,res_46981205,Homework Help,Weak,88,Perfect
int_6d1377421756,stu_5f63e104,res_57b5a0e3,Board Prep,Strong,66,Too Slow
int_d04d708cfadc,stu_3cfc5715,res_d4bca873,Board Prep,Strong,54,Too Slow
int_9370e5b854b0,stu_4bde34fe,res_0fe23ec1,Homework Help,Average,95,Perfect
int_bb221b4a0479,stu_f591e6af,res_f4ef8fbf,Daily Revision,Average,58,Too Hard
int_dbe63b775a67,stu_ba901fad,res_1df41d2d,Board Prep,Strong,59,Too Slow
int_4970c1ab65cb,stu_5c37f76c,res_06f57c6e,Board Prep,Strong,51,Too Hard
int_5f6a53310a14,stu_5928a072,res_f7720227,Homework Help,Weak,62,Perfect
int_acda9a8d8664,stu_b11a8d36,res_6b34b912,Board Prep,Weak,41,Too Hard
int_806e89627ed6,stu_10e7950f,res_45f9a7f6,Daily Revision,Weak,93,Perfect
int_e612964737cc,stu_beb69f39,res_15bd2238,Board Prep,Weak,93,Perfect
int_a80454815a51,stu_191cc432,res_63e43ba7,Homework Help,Strong,54,Perfect
int_b1009047ec2a,stu_df459e89,res_0df5e1ea,Homework Help,Strong,72,Too Slow
int_d60982ff677c,stu_cb335ffe,res_97a3248b,Board Prep,Strong,54,Too Slow
int_0978301a9ae5,stu_326fa6c3,res_54a87f64,Daily Revision,Strong,57,Too Hard
int_6117d6ef0fb8,stu_29b8fafe,res_1c65d6ee,Homework Help,Average,90,Too Hard
int_34d184a296af,stu_d37e1856,res_4328a8c4,Board Prep,Weak,45,Too Hard
int_569b435d458d,stu_d427ad50,res_f6a8b6a1,Board Prep,Weak,59,Too Hard
int_05606fb34c47,stu_1c844f64,res_77522e9d,Daily Revision,Strong,55,Too Slow
int_46304ff9ad80,stu_09db6b1b,res_bac3dc39,Board Prep,Strong,100,Perfect
int_f8a70eddf66a,stu_525a4251,res_4e285566,Board Prep,Average,100,Perfect
int_55e998674696,stu_8fe56ee9,res_7924928f,Daily Revision,Weak,62,Too Hard
int_eab10991f774,stu_eecb3964,res_b6d6f80a,Homework Help,Strong,67,Too Hard
int_94434787df09,stu_f606a63a,res_d8b75ea1,Homework Help,Average,85,Too Hard
int_19e284d4957d,stu_0b73284f,res_bfc3d3a6,Homework Help,Average,94,Perfect
int_d6c2539e16e2,stu_1046d83e,res_b5e3ec4d,Board Prep,Weak,98,Perfect
int_21222689de1d,stu_5adda926,res_517f8b98,Homework Help,Weak,94,Perfect
int_ada5c0908754,stu_9a5077ed,res_e23ad809,Daily Revision,Strong,65,Too Slow
int_9f5727c0299f,stu_4437fa38,res_6cd922ca,Daily Revision,Weak,16,Too Hard
int_2003592e6049,stu_b967ad98,res_65365796,Homework Help,Strong,72,Too Hard
int_9b96b5d42f7b,stu_1a3221c5,res_5b4c8f7c,Board Prep,Weak,84,Too Hard
int_ee45387d9480,stu_38e156e4,res_2487c195,Homework Help,Strong,87,Perfect
int_9e18bc698b91,stu_2d633133,res_b6d6f80a,Homework Help,Weak,72,Too Hard
int_8712d8efd122,stu_9d50d665,res_e36dd47b,Daily Revision,Strong,86,Perfect
int_519b3e8aef3a,stu_b3222bca,res_165136eb,Homework Help,Weak,88,Too Slow
int_9732ac810299,stu_bc3bc183,res_a5a3bcc0,Board Prep,Weak,93,Perfect
int_5f4c6e0f31a4,stu_02ca30be,res_8c1339bd,Board Prep,Weak,100,Perfect
int_1e0aaafc96bf,stu_1d712390,res_a360ba14,Daily Revision,Average,87,Too Slow
int_32850fab6782,stu_78b9749e,res_b1608953,Homework Help,Weak,17,Too Hard
int_071e9bc8d484,stu_08785c25,res_41c65401,Homework Help,Weak,88,Perfect
int_11940ff7e26f,stu_015128c1,res_d243da6a,Board Prep,Strong,56,Too Hard
int_1e80bce3f073,stu_8be9a752,res_b28ae301,Homework Help,Average,97,Perfect
int_fe400614aabe,stu_46d5d004,res_e36dd47b,Homework Help,Weak,12,Too Hard
int_a246ee6c1b51,stu_70da3281,res_ecc7244d,Board Prep,Weak,22,Too Hard
int_50abd4f8f816,stu_f6f5b0ce,res_20aacf41,Board Prep,Weak,99,Perfect
int_2e473299bfca,stu_d7cd5370,res_499c7738,Homework Help,Average,82,Perfect
int_59c0233984e2,stu_081316e8,res_134e3a51,Board Prep,Average,84,Perfect
int_e078cf9dd0a2,stu_aa5d109f,res_d4a8c829,Homework Help,Weak,54,Too Hard
int_4dd9307cd76c,stu_422268d8,res_3fc7fb04,Board Prep,Average,82,Perfect
int_2970c29d855b,stu_2bd2ad20,res_d46464c1,Homework Help,Average,53,Perfect
int_48768fd27811,stu_01970a15,res_36cfbb85,Homework Help,Strong,94,Perfect
int_7ec4ce1a3115,stu_fc2bbee4,res_6a55e50b,Homework Help,Average,90,Too Hard
int_0591a4262a99,stu_191cc432,res_711a962d,Homework Help,Strong,55,Too Hard
int_c810f1948e9b,stu_980e4362,res_587dd960,Homework Help,Average,92,Perfect
int_6376441c86e4,stu_44900b95,res_350b7e07,Board Prep,Weak,70,Too Hard
int_df17231a7fb1,stu_cecd890a,res_cecea9c6,Daily Revision,Average,66,Too Hard
int_947b3439e773,stu_4a83c680,res_d880f3f9,Board Prep,Average,80,Perfect
int_03d950ea42ef,stu_a2fecbbb,res_7e7852a1,Homework Help,Weak,17,Too Hard
int_5f415ee50aaf,stu_2b5c74f2,res_2202d8fd,Board Prep,Strong,88,Perfect
int_e254bfe99df1,stu_8e6d4925,res_5fceec42,Daily Revision,Average,57,Too Slow
int_44fd0c413b67,stu_50e44c6e,res_5338cc98,Daily Revision,Strong,60,Perfect
int_7ad862e229fc,stu_a799e02a,res_8f4d2a61,Board Prep,Strong,70,Too Slow
int_a24455d497df,stu_1849854b,res_b02704d1,Homework Help,Strong,75,Perfect
int_0cb8b697a515,stu_819273cc,res_08acaaf8,Homework Help,Average,85,Too Hard
int_3858606336fd,stu_3977df5a,res_0708ec93,Board Prep,Strong,54,Too Slow
int_b7fc8072b9c1,stu_0f7b7820,res_7e16c57d,Homework Help,Average,61,Too Hard
int_ed4c12069f45,stu_525a4251,res_0cfecbe6,Homework Help,Average,80,Perfect
int_df669737bec2,stu_bca79d41,res_5e66b1cd,Homework Help,Weak,82,Perfect
int_d0a03fa38bfa,stu_38cc7be5,res_368ba6ab,Homework Help,Average,66,Too Slow
int_913d67a63bd1,stu_7478871d,res_9d320ff5,Board Prep,Strong,84,Perfect
int_c30384f7988e,stu_33374d7f,res_56e63589,Daily Revision,Weak,96,Perfect
int_954bfcd901e9,stu_8c88f703,res_88cadf46,Daily Revision,Strong,57,Perfect
int_d309983f3157,stu_cb6a644d,res_34bc6ebb,Daily Revision,Average,51,Perfect
int_d69f181b28bc,stu_c5032e9b,res_08acaaf8,Daily Revision,Average,80,Too Slow
int_53b494574e71,stu_faae9055,res_10435721,Daily Revision,Average,84,Perfect
int_d8ce34e8a8f5,stu_54de3311,res_5c1db153,Homework Help,Strong,55,Perfect
int_2a1124fceed9,stu_eb0fd29e,res_5908bccb,Board Prep,Average,62,Too Slow
int_f862ee01b93d,stu_abe89ea0,res_e2ec9dc7,Homework Help,Weak,53,Too Slow
int_d2480676990a,stu_87d4aebe,res_5709352f,Daily Revision,Strong,58,Too Slow
int_628a489e7229,stu_088b2309,res_bfeb2e97,Daily Revision,Weak,95,Perfect
int_73e23f689cfd,stu_c3009058,res_9d91de53,Homework Help,Average,85,Too Hard
int_e49ee5a23a2c,stu_19ea3689,res_623064ab,Homework Help,Weak,64,Too Hard
int_6ccad3ee2087,stu_2054b6e2,res_159fdfdf,Board Prep,Strong,72,Too Slow
int_5499899fc889,stu_38cc7be5,res_b85495cc,Daily Revision,Weak,99,Perfect
int_8b56e8f037a8,stu_1285baf2,res_a67a7f85,Board Prep,Weak,77,Too Slow
int_1ba1f1a14e16,stu_a0571439,res_35fa0580,Daily Revision,Average,82,Perfect
int_12b80014bf32,stu_8be9a752,res_9accc731,Homework Help,Weak,74,Perfect
int_b274b4b5df77,stu_278d8890,res_a93bf535,Homework Help,Strong,83,Perfect
int_37fed317bbb6,stu_fecd2786,res_dbb6e159,Homework Help,Strong,61,Too Slow
int_3bef2700bf98,stu_8cbb5325,res_9bf9f0f1,Board Prep,Average,97,Perfect
int_25cc2eb22d6d,stu_d37bba35,res_c2d1d16a,Homework Help,Strong,66,Too Slow
int_554dee420e5b,stu_9fea2daa,res_a33d3865,Daily Revision,Average,77,Too Slow
int_e45e8334cfd1,stu_6aba8e35,res_b2c1be9c,Homework Help,Average,75,Too Slow
int_4a1270b79f7d,stu_7d9837c9,res_6536d23e,Homework Help,Average,61,Too Slow
int_753d2650a5a6,stu_371eec2f,res_dfab4c7d,Daily Revision,Weak,87,Perfect
int_54ead198ff23,stu_fc9604fe,res_4640c577,Board Prep,Average,52,Too Slow
int_23e6b2e28ed4,stu_7bef8e3b,res_ff24b9e7,Board Prep,Strong,65,Too Slow
int_33384ccee3b7,stu_4d3b1460,res_cd17ce3f,Board Prep,Strong,63,Too Hard
int_53d6cb25b73c,stu_d2d92b92,res_cc0dcd1d,Board Prep,Weak,81,Too Hard
int_eaf4151ec040,stu_c5032e9b,res_55e9d7a9,Daily Revision,Weak,51,Too Slow
int_b9206a3b1c66,stu_6b50467c,res_ce9eb37b,Daily Revision,Strong,74,Too Slow
int_d8be891d5b4b,stu_59f66e08,res_6a55e50b,Homework Help,Average,80,Too Slow
int_6123b000c764,stu_936efd87,res_5e550292,Board Prep,Weak,11,Too Hard
int_1ef9667fb6ed,stu_5a9ede57,res_504e637d,Homework Help,Average,77,Perfect
int_aca2f12890dd,stu_66ae00c4,res_41209114,Board Prep,Strong,52,Too Slow
int_2082ee43be70,stu_f9945938,res_6b34b912,Homework Help,Strong,89,Too Hard
int_622069f75297,stu_29996ca4,res_ae5a342e,Daily Revision,Average,98,Perfect
int_b886c8137bd8,stu_ada4e690,res_5221eb24,Board Prep,Weak,89,Perfect
int_2bd1e33390a7,stu_6019b8c8,res_5dfef007,Board Prep,Average,97,Perfect
int_52ca1f553530,stu_6d773053,res_74476078,Board Prep,Average,87,Perfect
int_5dd3dd765ccc,stu_090264e3,res_0386d95b,Board Prep,Strong,80,Perfect
int_d18cf6e102cb,stu_590ee1bf,res_b5e3ec4d,Homework Help,Strong,39,Too Slow
int_8fe51bee708c,stu_678702c6,res_d42f4a05,Board Prep,Average,81,Perfect
int_28c1adc8972e,stu_293276e3,res_cccd0923,Board Prep,Weak,69,Too Slow
int_29185aed652f,stu_73281791,res_907fc089,Board Prep,Strong,67,Too Hard
int_596c09ff2408,stu_e5198511,res_b28ae301,Daily Revision,Average,93,Perfect
int_e54a6ae602a1,stu_c504be22,res_81058f74,Homework Help,Average,56,Too Slow
int_bb029992f366,stu_1fc8e6e8,res_07a7a164,Board Prep,Weak,30,Too Hard
int_87a6df7733b9,stu_818bade2,res_57419b11,Board Prep,Average,87,Perfect
int_59554d89ad13,stu_30ac8a61,res_4d7a2088,Homework Help,Strong,91,Too Hard
int_109111ac5427,stu_3ee2ecaf,res_3b04517b,Daily Revision,Average,85,Perfect
int_26f203683bdb,stu_19cc45b8,res_cccd0923,Homework Help,Weak,43,Too Hard
int_d55a1b82d724,stu_56b12a66,res_da507323,Homework Help,Strong,82,Perfect
int_630717f5a02b,stu_2054b6e2,res_8c1339bd,Board Prep,Strong,54,Too Slow
int_1198fc52d766,stu_b46af3c9,res_e3a8b254,Daily Revision,Strong,30,Too Slow
int_1552b9d63291,stu_305e49c1,res_73380658,Daily Revision,Strong,50,Too Slow
int_47e800884750,stu_ae5a0b75,res_80671fcc,Board Prep,Strong,44,Too Slow
int_c659d712f5e3,stu_478c921c,res_c7891057,Daily Revision,Average,73,Perfect
int_e05cd4fe3c4f,stu_de5825ca,res_a9a5e084,Board Prep,Strong,70,Too Slow
int_2d9094a1a8ea,stu_388549c3,res_cd17ce3f,Daily Revision,Weak,57,Too Slow
int_5e2db503e932,stu_f6120092,res_b974c2b9,Board Prep,Weak,93,Perfect
